"Date","League","Team","Opp.","Venue","Phase","Coach","Opp. coach","OT/SO","PTS","Leading%","Tied%","Trailing%","TOI","GF","GA","G±","EQ TOI","EQ GF","EQ GA","EQ G±","PP OP","PP%","PP TOI","PP GF","PP GA","PP G±","SH SI","PK%","SH TOI","SH GF","SH GA","SH G±","SH%","SV%","PDO","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","SMF","SPF","SBF","SMA","SPA","SBA","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spectators"
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000359' target='_blank'>2021-05-03</a>,National League,EVZ,GSHC,home,Playoffs,Dan Tangnes,Patrick Emond,,3,66.08,33.92,0,60,1,0,1,49.9,1,0,1,4,0,6.1,0,0,0,2,100,4,0,0,0,3.45,100,103.45,65,68,48.87,48,50,48.98,29,35,45.31,19,0,17,15,0,18,26,31,45.61,0,2,0,0,0,4,50
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000355' target='_blank'>2021-05-01</a>,National League,EVZ,SCRJ,away,Playoffs,Dan Tangnes,Jeff Tomlinson,,3,91.44,8.56,0,60,6,3,3,53.5,6,3,3,2,0,2.2,0,0,0,3,100,4.2,0,0,0,15.62,91.67,107.29,58,56,50.88,48,40,54.55,33,36,47.83,14,1,10,4,0,16,28,31,47.46,0,4,0,0,0,8,50
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000353' target='_blank'>2021-04-29</a>,National League,EVZ,SCRJ,home,Playoffs,Dan Tangnes,Jeff Tomlinson,,0,0,26.58,73.42,60,1,2,-1,54,1,2,-1,3,0,6,0,0,0,0,,0,0,0,0,3.12,88.24,91.36,65,34,65.66,45,25,64.29,32,17,65.31,13,0,20,8,0,9,17,17,50,0,0,0,0,0,0,50
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000351' target='_blank'>2021-04-27</a>,National League,EVZ,SCRJ,away,Playoffs,Dan Tangnes,Jeff Tomlinson,,3,56.67,29.58,13.75,60,4,2,2,50.2,2,2,0,4,50,6.7,2,0,2,3,100,3.1,0,0,0,14.29,95,109.29,52,77,40.31,41,53,43.62,28,40,41.18,12,1,11,13,0,24,40,31,56.34,0,4,0,0,0,8,50
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000349' target='_blank'>2021-04-25</a>,National League,EVZ,SCRJ,home,Playoffs,Dan Tangnes,Jeff Tomlinson,,3,87.58,12.42,0,60,6,1,5,46.5,6,1,5,5,0,9.5,0,0,0,2,100,4,0,0,0,14.29,96.97,111.26,73,60,54.89,56,45,55.45,42,33,56,13,1,17,12,0,15,29,25,53.7,0,2,0,0,0,4,50
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000341' target='_blank'>2021-04-23</a>,National League,EVZ,SCB,away,Playoffs,Dan Tangnes,Mario Kogler,,3,38.25,61.75,0,60,1,0,1,48,1,0,1,3,0,6,0,0,0,3,100,6,0,0,0,3.23,100,103.23,60,41,59.41,45,22,67.16,31,15,67.39,14,0,15,6,1,19,36,22,62.07,0,3,0,0,0,6,50
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000337' target='_blank'>2021-04-21</a>,National League,EVZ,SCB,home,Playoffs,Dan Tangnes,Mario Kogler,,3,97.36,2.64,0,60,5,2,3,50.9,5,1,4,2,0,4,0,0,0,3,66.67,5.1,0,1,-1,17.39,91.67,109.06,43,53,44.79,31,37,45.59,24,24,50,6,1,12,13,0,16,24,24,50,0,3,0,0,0,6,50
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000333' target='_blank'>2021-04-19</a>,National League,EVZ,SCB,away,Playoffs,Dan Tangnes,Mario Kogler,,0,6.44,15.83,77.72,60,2,6,-4,40.1,1,5,-4,5,20,9.5,1,0,1,6,83.33,10.3,0,1,-1,6.06,84,90.06,72,45,61.54,48,38,55.81,33,27,55,15,0,24,9,2,7,30,26,53.57,0,6,0,0,0,12,50
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000329' target='_blank'>2021-04-17</a>,National League,EVZ,SCB,home,Playoffs,Dan Tangnes,Mario Kogler,,3,64.17,35.83,0,60,3,0,3,45.6,3,0,3,4,0,7.9,0,0,0,5,100,6.5,0,0,0,9.68,100,109.68,64,43,59.81,46,33,58.23,31,25,55.36,15,0,18,8,0,10,24,26,48,0,5,0,0,0,10,0
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000325' target='_blank'>2021-04-15</a>,National League,EVZ,SCB,away,Playoffs,Dan Tangnes,Mario Kogler,,0,0,20.81,79.19,60,2,6,-4,42.8,1,4,-3,6,16.67,8.8,1,0,1,6,66.67,8.4,0,2,-2,6.45,82.14,88.59,55,43,56.12,43,38,53.09,31,29,51.67,12,0,12,9,0,5,38,24,61.29,0,6,1,1,1,47,0
