"Date","League","Team","Opp.","Venue","Phase","Coach","Opp. coach","OT/SO","PTS","Leading%","Tied%","Trailing%","TOI","GF","GA","G±","EQ TOI","EQ GF","EQ GA","EQ G±","PP OP","PP%","PP TOI","PP GF","PP GA","PP G±","SH SI","PK%","SH TOI","SH GF","SH GA","SH G±","SH%","SV%","PDO","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","SMF","SPF","SBF","SMA","SPA","SBA","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spectators"
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000074' target='_blank'>2022-10-14</a>,National League,HCD,SCRJ,away,Regular Season,Christian Wohlwend,Stefan Hedlund,SO,1,0,77.05,22.95,65,2,3,-1,52.8,2,2,0,5,0,8.2,0,0,0,2,100,4,0,0,0,9.52,92.86,102.38,40,66,37.74,29,42,40.85,21,28,42.86,8,0,11,13,1,24,24,33,42.11,0,2,0,0,0,4,6100
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000069' target='_blank'>2022-10-08</a>,National League,HCD,HCL,away,Regular Season,Christian Wohlwend,Luca Gianinazzi,,3,6.22,17.19,76.58,60,3,2,1,45.4,3,1,2,4,0,7.8,0,0,0,4,75,6.8,0,1,-1,8.11,94.29,102.39,72,56,56.25,53,39,57.61,37,35,51.39,16,0,19,4,0,17,31,31,50,0,5,0,0,0,10,5116
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000058' target='_blank'>2022-10-07</a>,National League,HCD,HCFG,home,Regular Season,Christian Wohlwend,Christian Dubé,,0,0,17.22,82.78,60,2,3,-1,52,2,3,-1,2,0,4,0,0,0,2,100,4,0,0,0,8.33,86.96,95.29,56,40,58.33,38,26,59.38,24,23,51.06,14,0,18,3,0,14,27,22,55.1,0,2,0,0,0,4,3993
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000052' target='_blank'>2022-10-01</a>,National League,HCD,HCA,home,Regular Season,Christian Wohlwend,Filip Pesan,,3,88.69,11.31,0,60,5,1,4,47.6,2,0,2,3,66.67,4.4,2,1,1,4,100,8,1,0,1,12.5,95.65,108.15,69,38,64.49,57,28,67.06,40,23,63.49,16,1,12,4,1,10,24,30,44.44,1,4,0,0,0,8,4004
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000048' target='_blank'>2022-09-30</a>,National League,HCD,SCLT,away,Regular Season,Christian Wohlwend,Thierry Paterlini,,3,67.19,26.5,6.31,60,3,1,2,45.1,1,1,0,4,50,6.8,2,0,2,5,100,8.1,0,0,0,6.06,96.55,102.61,58,59,49.57,45,43,51.14,34,29,53.97,11,0,13,12,2,16,35,23,60.34,0,5,0,0,0,10,4709
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000038' target='_blank'>2022-09-27</a>,National League,HCD,EVZ,home,Regular Season,Christian Wohlwend,Dan Tangnes,,3,47,23.19,29.81,60,5,3,2,52.5,3,3,0,3,66.67,5.5,2,0,2,2,100,2,0,0,0,9.52,90.62,100.15,63,42,60,56,36,60.87,43,32,57.33,11,2,7,3,1,6,29,25,53.7,0,2,0,0,0,4,3499
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000024' target='_blank'>2022-09-23</a>,National League,HCD,EHCK,home,Regular Season,Christian Wohlwend,Tomlinson Jeff,,3,98.78,1.22,0,60,7,0,7,40.5,3,0,3,8,50,10.7,4,0,4,5,100,8.8,0,0,0,15.91,100,115.91,73,49,59.84,63,39,61.76,44,26,62.86,19,0,10,13,0,10,24,31,43.64,0,6,0,0,0,12,3775
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000015' target='_blank'>2022-09-20</a>,National League,HCD,HCAP,away,Regular Season,Christian Wohlwend,Luca Cereda,SO,1,0,26.9,73.1,65,3,4,-1,61,3,3,0,1,0,2,0,0,0,1,100,2,0,0,0,7.69,89.66,97.35,74,52,58.73,47,38,55.29,39,29,57.35,8,0,27,8,1,14,36,21,63.16,0,2,0,0,0,4,5922
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000011' target='_blank'>2022-09-17</a>,National League,HCD,LHC,home,Regular Season,Christian Wohlwend,John Fust,SO,1,65.1,34.9,0,65,3,4,-1,55,3,3,0,3,0,6,0,0,0,2,100,4,0,0,0,8.11,92.11,100.21,66,66,50,53,48,52.48,37,38,49.33,16,0,13,9,1,18,40,26,60.61,0,2,0,0,0,4,3701
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000003' target='_blank'>2022-09-16</a>,National League,HCD,GSHC,away,Regular Season,Christian Wohlwend,Jan Cadieux,SO,1,0,69.23,30.77,65,2,3,-1,56.5,1,1,0,1,100,1.6,1,0,1,4,75,6.9,0,1,-1,7.14,94.29,101.43,39,60,39.39,35,47,42.68,28,35,44.44,7,0,4,11,1,13,22,32,40.74,0,6,0,0,0,12,5501
