"Date","League","Team","Opp.","Venue","Phase","Coach","Opp. coach","OT/SO","PTS","Leading%","Tied%","Trailing%","TOI","GF","GA","G±","EQ TOI","EQ GF","EQ GA","EQ G±","PP OP","PP%","PP TOI","PP GF","PP GA","PP G±","SH SI","PK%","SH TOI","SH GF","SH GA","SH G±","SH%","SV%","PDO","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","SMF","SPF","SBF","SMA","SPA","SBA","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spectators"
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000206' target='_blank'>2022-12-10</a>,National League,SCB,HCFG,away,Regular Season,Toni Söderholm,Christian Dubé,,3,0.28,54.94,44.78,60,3,2,1,49.6,1,1,0,3,66.67,3.6,2,0,2,4,75,6.8,0,1,-1,10,94.12,104.12,58,68,46.03,43,49,46.74,30,34,46.88,13,0,15,13,2,19,17,38,30.91,0,4,0,0,0,8,9009
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000198' target='_blank'>2022-12-09</a>,National League,SCB,EVZ,home,Regular Season,Toni Söderholm,Dan Tangnes,,3,69.72,30.28,0,60,7,3,4,50.8,4,2,2,5,60,3.5,3,0,3,4,75,5.8,0,1,-1,21.88,90.91,112.78,48,65,42.48,37,38,49.33,32,33,49.23,4,1,11,4,1,27,22,26,45.83,0,5,0,0,0,10,14128
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000195' target='_blank'>2022-12-03</a>,National League,SCB,ZSC,away,Regular Season,Toni Söderholm,Rikard Grönborg,OT,2,36.11,43.47,20.42,61.4,3,2,1,49.5,2,1,1,4,25,4.4,1,0,1,4,75,7.5,0,1,-1,8.11,93.75,101.86,57,50,53.27,43,38,53.09,37,32,53.62,6,0,14,5,1,12,31,24,56.36,0,6,0,0,0,12,12000
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000183' target='_blank'>2022-12-01</a>,National League,SCB,SCLT,home,Regular Season,Toni Söderholm,Thierry Paterlini,,3,29.08,19.31,51.61,60,5,3,2,47.9,2,2,0,4,75,7.2,3,0,3,3,66.67,5,0,1,-1,13.33,88.89,102.22,60,48,55.56,44,36,55,31,27,53.45,13,0,16,9,0,12,29,29,50,0,3,1,0,1,31,14130
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000181' target='_blank'>2022-11-29</a>,National League,SCB,SCLT,away,Regular Season,Toni Söderholm,Thierry Paterlini,,0,0,27.39,72.61,60,2,4,-2,45.2,2,2,0,5,0,10,0,0,0,3,33.33,4.8,0,2,-2,6.06,84.21,90.27,69,44,61.06,51,26,66.23,33,20,62.26,18,0,18,6,0,18,20,27,42.55,0,5,0,0,0,10,5338
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000169' target='_blank'>2022-11-26</a>,National League,SCB,HCD,home,Regular Season,Toni Söderholm,Christian Wohlwend,SO,1,45.95,54.05,0,65,2,3,-1,51.9,2,1,1,5,0,8.2,0,0,0,4,75,4.9,0,1,-1,6.67,93.94,100.61,52,69,42.98,41,46,47.13,30,33,47.62,9,2,11,12,1,23,18,36,33.33,0,5,0,0,0,10,15418
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000166' target='_blank'>2022-11-25</a>,National League,SCB,GSHC,away,Regular Season,Toni Söderholm,Jan Cadieux,,3,56.86,43.14,0,60,3,1,2,52,3,1,2,2,0,4,0,0,0,2,100,4,0,0,0,10.71,96.43,107.14,55,70,44,38,45,45.78,28,28,50,9,1,17,17,0,25,17,26,39.53,0,3,0,0,0,6,7135
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000153' target='_blank'>2022-11-20</a>,National League,SCB,HCL,away,Regular Season,Toni Söderholm,Luca Gianinazzi,,0,3.72,27.69,68.58,60,1,5,-4,51.3,0,4,-4,4,25,6.2,1,1,0,2,100,2.5,0,0,0,3.23,88.37,91.6,46,69,40,35,52,40.23,31,43,41.89,3,1,11,7,2,17,29,26,52.73,0,2,0,0,0,4,4609
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000155' target='_blank'>2022-11-19</a>,National League,SCB,HCFG,home,Regular Season,Toni Söderholm,Christian Dubé,,0,0,29.75,70.25,60,1,3,-2,51,0,2,-2,4,25,6.6,1,0,1,2,50,2.5,0,1,-1,4,92.59,96.59,53,54,49.53,36,41,46.75,25,28,47.17,11,0,17,12,1,13,28,28,50,0,3,0,0,0,6,17031
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000142' target='_blank'>2022-11-05</a>,National League,SCB,ZSC,home,Regular Season,Johan Lundskog,Rikard Grönborg,,3,15.81,62.97,21.22,60,4,3,1,47.8,3,3,0,4,25,6.2,1,0,1,3,100,6,0,0,0,13.33,90.62,103.96,51,67,43.22,42,45,48.28,30,32,48.39,12,0,9,13,0,22,29,33,46.77,0,5,0,0,0,10,14411
